bigrams1,bigrams2,problaility
chloebli,carnavilistic,0.001
chloebli,day,0.001
chloebli,woow,0.001
chloebli,made,0.001
chloebli,word,0.001
tomato,soup,0.001
tomato,tastes,0.001
tomato,like,0.001
tomato,red,0.001
tomato,peppers,0.001
trace027,went,0.001
trace027,couldnt,0.001
trace027,find,0.001
wokeupinrayn,wow,0.001
wokeupinrayn,sooo,0.001
wokeupinrayn,cute,0.001
wokeupinrayn,<,0.001
take,shower,0.001
take,<,0.001
take,damn,0.001
take,weekend,0.001
slanoue,limit,0.001
slanoue,story,0.001
slanoue,140,0.001
slanoue,ch,0.001
slanoue,<,0.001
slanoue,tell,0.001
slanoue,annoying,0.001
slanoue,www,0.001
slanoue,iamsoannoyed,0.001
slanoue,com,0.001
slanoue,help,0.001
slanoue,relieve,0.001
slanoue,stress,0.001
700th,update,0.001
nolanreiten,mc,0.001
nolanreiten,jammer,0.001
nolanreiten,<,0.001
nolanreiten,lol,0.001
nolanreiten,caffee,0.001
nolanreiten,tonight,0.001
nolanreiten,looked,0.001
nolanreiten,nice,0.001
onefullyear,wearebirds,0.001
onefullyear,im,0.001
onefullyear,super,0.001
onefullyear,jealous,0.001
onefullyear,want,0.001
engli8sh,<,0.001
engli8sh,cpt,0.001
engli8sh,gtgt,0.001
engli8sh,last,0.001
engli8sh,day,0.001
engli8sh,cell,0.001
engli8sh,hours,0.001
watching,wwe,0.001
watching,3,0.001
watching,text,0.001
give,dog,0.001
give,back,0.001
give,mom,0.001
give,missed,0.001
give,im,0.001
give,getting,0.001
give,purebred,0.001
give,golden,0.001
give,retriever,0.001
give,puppy,0.001
give,<,0.001
carson,tonight,0.001
carson,hardbean,0.001
carson,solo,0.001
carson,tyler,0.001
carson,<,0.001
carson,learning,0.001
carson,new,0.001
carson,songs,0.001
carson,throughout,0.001
carson,day,0.001
carson,try,0.001
djphoenix,know,0.001
djphoenix,prosperous,0.001
djphoenix,<,0.001
mcpattz,oh,0.001
mcpattz,man,0.001
mcpattz,<,0.001
mcpattz,missed,0.001
know,life,0.001
know,filled,0.001
know,disappointments,0.001
know,think,0.001
know,ive,0.001
know,fair,0.001
know,share,0.001
know,<,0.001
know,im,0.001
know,honestly,0.001
know,sick,0.001
know,disappointed,0.001
impossible,quiz,0.001
impossible,takes,0.001
impossible,long,0.001
impossible,load,0.001
impossible,<,0.001
impossible,300,0.001
impossible,updates,0.001
impossible,ftw,0.001
rachmichelle,always,0.001
rachmichelle,<,0.001
well,finally,0.001
well,moved,0.001
well,broadband,0.001
well,home,0.001
well,though,0.001
michellelynn69,dont,0.001
michellelynn69,keys,0.001
michellelynn69,<,0.001
michellelynn69,lmao,0.001
michellelynn69,atampt,0.001
michellelynn69,sucks,0.001
michellelynn69,barely,0.001
michellelynn69,enuf,0.001
michellelynn69,bar,0.001
michellelynn69,things,0.001
michellelynn69,text,0.001
michellelynn69,tried,0.001
michellelynn69,blip,0.001
michellelynn69,song,0.001
michellelynn69,ya,0.001
sweet,dear,0.001
sweet,ms,0.001
sweet,<,0.001
sweet,macabroso,0.001
sweet,miss,0.001
mariahcarey,yes,0.001
mariahcarey,please,0.001
going,watch,0.001
miss,bestfriend,0.001
miss,zimo,0.001
miss,spent,0.001
miss,time,0.001
miss,today,0.001
miss,aaahhhh,0.001
miss,fun,0.001
vernongarrett,oh,0.001
vernongarrett,seen,0.001
vernongarrett,tweet,0.001
vernongarrett,last,0.001
vernongarrett,night,0.001
vernongarrett,<,0.001
vernongarrett,got,0.001
vernongarrett,denver,0.001
yourproxycomm,thanks,0.001
yourproxycomm,following,0.001
slipnslide,lol,0.001
slipnslide,think,0.001
slipnslide,weird,0.001
slipnslide,<,0.001
slipnslide,sry,0.001
tried,hour,0.001
tried,half,0.001
tried,get,0.001
tried,sleep,0.001
tried,nothing,0.001
tried,worked,0.001
tried,<,0.001
tried,already,0.001
tried,earlyish,0.001
tried,night,0.001
ljboldyrev,emailed,0.001
ljboldyrev,<,0.001
ljboldyrev,least,0.001
ljboldyrev,try,0.001
ljboldyrev,contact,0.001
ljboldyrev,roger,0.001
ljboldyrev,dude,0.001
ljboldyrev,info,0.001
ljboldyrev,link,0.001
ljboldyrev,super,0.001
ljboldyrev,fast,0.001
ljboldyrev,replying,0.001
ljboldyrev,email,0.001
eating,breakfast,0.001
eating,bffl,0.001
eating,last,0.001
eating,day,0.001
eating,cp,0.001
prettysprinkles,still,0.001
prettysprinkles,playschool,0.001
prettysprinkles,<,0.001
prettysprinkles,loved,0.001
prettysprinkles,little,0.001
dance2jeffreee,already,0.001
dance2jeffreee,watch,0.001
dance2jeffreee,video,0.001
dance2jeffreee,lol,0.001
extra,super,0.001
extra,late,0.001
extra,ncsc,0.001
extra,conference,0.001
extra,free,0.001
extra,day,0.001
extra,teachers,0.001
extra,b4,0.001
extra,actual,0.001
extra,thing,0.001
extra,starts,0.001
extra,tomorrow,0.001
extra,<,0.001
extra,couldnt,0.001
extra,get,0.001
extra,bed,0.001
want,call,0.001
bbl,ppls,0.001
bbl,im,0.001
bbl,go,0.001
bbl,help,0.001
bbl,move,0.001
bbl,furniture,0.001
bbl,nots,0.001
bbl,sisters,0.001
bbl,new,0.001
bbl,daycare,0.001
bbl,<,0.001
justinofg4p,hope,0.001
justinofg4p,feel,0.001
justinofg4p,better,0.001
ramielemalubay,ugh,0.001
ramielemalubay,whoever,0.001
ramielemalubay,keeps,0.001
ramielemalubay,seriously,0.001
ramielemalubay,needs,0.001
ramielemalubay,stop,0.001
ramielemalubay,get,0.001
ramielemalubay,effing,0.001
ramielemalubay,life,0.001
ramielemalubay,dont,0.001
ramielemalubay,delete,0.001
ramielemalubay,tho,0.001
ramielemalubay,cuz,0.001
ramielemalubay,theyll,0.001
ramielemalubay,win,0.001
ramielemalubay,<,0.001
back,soccer,0.001
back,42,0.001
back,courtskies,0.001
back,im,0.001
back,never,0.001
back,late,0.001
back,know,0.001
back,time,0.001
back,meet,0.001
back,outside,0.001
back,steps,0.001
back,x,0.001
feet,pounding,0.001
feet,eyes,0.001
feet,burn,0.001
feet,neck,0.001
feet,kills,0.001
feet,back,0.001
feet,hurts,0.001
feet,dammit,0.001
feet,gon,0.001
feet,na,0.001
feet,make,0.001
feet,deadline,0.001
feet,sad,0.001
feet,danny,0.001
feet,got,0.001
feet,voted,0.001
mum,woke,0.001
mum,10,0.001
mum,say,0.001
mum,going,0.001
mum,shops,0.001
mum,5,0.001
mum,minutes,0.001
mum,get,0.001
mum,ready,0.001
mum,breakfast,0.001
mum,shoping,0.001
mum,center,0.001
cmaecy,nareejo,0.001
cmaecy,cant,0.001
cmaecy,vote,0.001
cmaecy,<,0.001
cmaecy,open,0.001
cmaecy,dang,0.001
cmaecy,site,0.001
cmaecy,bueno,0.001
bored,office,0.001
bored,usual,0.001
bored,hope,0.001
bored,pay,0.001
bored,comes,0.001
bored,tomorrow,0.001
shapeshealth,dont,0.001
shapeshealth,want,0.001
shapeshealth,kill,0.001
shapeshealth,<,0.001
shapeshealth,haha,0.001
monikinhams,acho,0.001
monikinhams,que,0.001
monikinhams,aj,0.001
unboxing,new,0.001
unboxing,dc,0.001
unboxing,shoes,0.001
unboxing,bought,0.001
unboxing,london,0.001
unboxing,<,0.001
loveeee,ny,0.001
loveeee,<,0.001
loveeee,getting,0.001
loveeee,breakfast,0.001
loveeee,gon,0.001
loveeee,na,0.001
loveeee,go,0.001
loveeee,mimis,0.001
loveeee,im,0.001
loveeee,sooo,0.001
loveeee,tiredddd,0.001
loveeee,missing,0.001
loveeee,odeeee,0.001
loveeee,love,0.001
hey,mike,0.001
hey,decide,0.001
hey,didnt,0.001
hey,like,0.001
hey,twitter,0.001
still,domestic,0.001
still,godess,0.001
still,clothes,0.001
still,washed,0.001
still,packed,0.001
still,check,0.001
still,hoovering,0.001
still,washing,0.001
still,mopped,0.001
still,floors,0.001
still,yet,0.001
bbq,mtv,0.001
bbq,movie,0.001
bbq,awards,0.001
heading,home,0.001
heading,miss,0.001
heading,already,0.001
heading,braintree,0.001
heading,<,0.001
agree,work,0.001
agree,gorgeous,0.001
agree,day,0.001
still,cant,0.001
still,hear,0.001
still,ear,0.001
nettz,u,0.001
nettz,doin,0.001
nettz,tonight,0.001
nettz,without,0.001
nettz,<,0.001
getting,bed,0.001
getting,guilty,0.001
getting,pleasure,0.001
getting,console,0.001
getting,wake,0.001
getting,645,0.001
working,freelance,0.001
agkicks,lebron,0.001
agkicks,better,0.001
agkicks,<,0.001
lisastorm,aww,0.001
lisastorm,hon,0.001
lisastorm,sweet,0.001
lisastorm,<,0.001
lisastorm,hubby,0.001
lisastorm,cumbria,0.001
lisastorm,well,0.001
lisastorm,home,0.001
lisastorm,alone,0.001
lisastorm,tonight,0.001
nikimontazaran,oops,0.001
nikimontazaran,<,0.001
nikimontazaran,ok,0.001
nikimontazaran,cant,0.001
nikimontazaran,really,0.001
nikimontazaran,nap,0.001
nikimontazaran,since,0.001
nikimontazaran,people,0.001
nikimontazaran,checking,0.001
im,hills,0.001
im,sad,0.001
im,laurens,0.001
im,last,0.001
im,show,0.001
340,germany,0.001
340,<,0.001
340,got,0.001
340,home,0.001
340,missed,0.001
340,dj,0.001
340,sami,0.001
340,thats,0.001
340,bad,0.001
340,chief,0.001
340,meeting,0.001
340,030,0.001
340,3,0.001
tricitieschamb,good,0.001
tricitieschamb,see,0.001
tricitieschamb,<,0.001
spied,timelordsimone,0.001
spied,topman,0.001
spied,double,0.001
spied,whilst,0.001
spied,cpearson1990,0.001
spied,trying,0.001
spied,top,0.001
spied,<,0.001
spied,starbucks,0.001
spied,far,0.001
spied,old,0.001
spied,men,0.001
home,aloneeeeeeeeeeeee,0.001
home,spooky,0.001
home,ahaha,0.001
home,blastin,0.001
home,music,0.001
home,waiting,0.001
home,sarah,0.001
home,wake,0.001
home,stanky,0.001
home,booty,0.001
supposed,upside,0.001
supposed,smile,0.001
supposed,<,0.001
heywidya,nope,0.001
heywidya,<,0.001
heywidya,stay,0.001
heywidya,home,0.001
heywidya,hehe,0.001
wow,moon,0.001
wow,trailor,0.001
wow,wow,0.001
wow,im,0.001
wow,speechless,0.001
wow,going,0.001
wow,amazinggggg,0.001
oh,great,0.001
oh,twitterfon,0.001
oh,adverts,0.001
oh,coldplay,0.001
courtneysit,course,0.001
courtneysit,doh,0.001
courtneysit,<,0.001
rockeye,oh,0.001
rockeye,<,0.001
rockeye,throws,0.001
rockeye,zyrtec,0.001
croatia,szombathely,0.001
croatia,jazz,0.001
croatia,camp,0.001
croatia,starts,0.001
croatia,tomorrow,0.001
croatia,0/,0.001
im,sitting,0.001
im,nervous,0.001
im,chiodos,0.001
im,contest,0.001
im,hope,0.001
im,win,0.001
joy,voting,0.001
joy,http//ur1,0.001
joy,<,0.001
joy,ca/5b4m,0.001
man,<,0.001
man,incredible,0.001
man,sunday,0.001
man,afternoon,0.001
man,nap,0.001
man,ready,0.001
man,church,0.001
man,tonight,0.001
jasmika,lol,0.001
jasmika,heard,0.001
jasmika,<,0.001
jasmika,thats,0.001
jasmika,fine,0.001
jasmika,long,0.001
jasmika,make,0.001
jasmika,documentary,0.001
jasmika,cant,0.001
jasmika,wait,0.001
jasmika,chris,0.001
jasmika,come,0.001
jasmika,back,0.001
sims,2,0.001
sims,addict,0.001
sims,<,0.001
sims,know,0.001
sims,im,0.001
sims,slow,0.001
sims,someone,0.001
sims,get,0.001
sims,sims,0.001
sims,3,0.001
boborama,lol,0.001
boborama,bob,0.001
boborama,well,0.001
boborama,thats,0.001
boborama,good,0.001
boborama,thing,0.001
boborama,worry,0.001
boborama,<,0.001
boborama,wish,0.001
boborama,could,0.001
boborama,make,0.001
boborama,one,0.001
boborama,day,0.001
true,<,0.001
true,best,0.001
true,dreams,0.001
watched,slumdog,0.001
watched,millionaire,0.001
watched,missed,0.001
watched,cinema,0.001
watched,top,0.001
watched,marks,0.001
watched,excellent,0.001
watched,film,0.001
give,idea,0.001
give,early,0.001
give,week,0.001
give,sleeping,0.001
give,till,0.001
give,645,0.001
give,sounds,0.001
give,like,0.001
give,heaven,0.001
chinese,fooood,0.001
chinese,mmmmm,0.001
bleehh,stupid,0.001
bleehh,bad,0.001
bleehh,habits,0.001
bleehh,<,0.001
bleehh,needa,0.001
bleehh,sleeep,0.001
bleehh,cant,0.001
jennykim,aww,0.001
jennykim,sucks,0.001
calisummer,night,0.001
calisummer,cali,0.001
calisummer,<,0.001
calisummer,thats,0.001
calisummer,good,0.001
calisummer,never,0.001
calisummer,fight,0.001
calisummer,men,0.001
calisummer,sweet,0.001
calisummer,dreams,0.001
calisummer,joe,0.001
stuck,work,0.001
stuck,dont,0.001
stuck,really,0.001
stuck,feel,0.001
stuck,like,0.001
stuck,anything,0.001
stuck,guess,0.001
stuck,thats,0.001
stuck,im,0.001
stuck,stuck,0.001
stuck,reading,0.001
stuck,meaningless,0.001
stuck,tweets,0.001
550,feel,0.001
550,like,0.001
550,shit,0.001
550,alcohol,0.001
550,much,0.001
550,food,0.001
550,girls,0.001
550,night,0.001
550,<,0.001
550,hangover,0.001
550,sucks,0.001
550,got,0.001
550,ta,0.001
550,run,0.001
550,2,0.001
550,hours,0.001
lisamurray,<,0.001
ajanay7,smh,0.001
ajanay7,dammit,0.001
ajanay7,man,0.001
ajanay7,<,0.001
becabear,1000,0.001
becabear,make,0.001
becabear,sure,0.001
becabear,word,0.001
becabear,poo,0.001
becabear,balls,0.001
becabear,underbelly,0.001
becabear,suck,0.001
becabear,<,0.001
becabear,gave,0.001
becabear,wk,0.001
becabear,3,0.001
sebastian,vettel,0.001
sebastian,amp,0.001
sebastian,nico,0.001
sebastian,rosberg,0.001
sebastian,<,0.001
sebastian,lt3,0.001
sebastian,guys,0.001
sebastian,talented,0.001
sebastian,cool,0.001
sebastian,congratulations,0.001
sebastian,lol,0.001
nothing,like,0.001
nothing,breakfast,0.001
nothing,bed,0.001
nothing,ur,0.001
nothing,sick,0.001
overun,phone,0.001
overun,still,0.001
overun,going,0.001
overun,strong,0.001
overun,new,0.001
overun,chuck,0.001
overun,episode,0.001
overun,today,0.001
overun,yeah,0.001
overun,<,0.001
herreee,agaaiin,0.001
hallcountyga,<,0.001
hallcountyga,imagine,0.001
hallcountyga,trout,0.001
hallcountyga,biting,0.001
oh,god,0.001
oh,seriously,0.001
oh,drunk,0.001
badsuperhero,gunna,0.001
badsuperhero,go,0.001
badsuperhero,leciester,0.001
badsuperhero,square,0.001
badsuperhero,<,0.001
badsuperhero,cause,0.001
badsuperhero,idk,0.001
badsuperhero,get,0.001
badsuperhero,clapham,0.001
mum,dad,0.001
mum,came,0.001
mum,food,0.001
mum,<,0.001
mum,think,0.001
mum,might,0.001
mum,lunch,0.001
holy,exhausted,0.001
holy,<,0.001
holy,resting,0.001
holy,go,0.001
holy,see,0.001
holy,wolverine,0.001
holy,later,0.001
geegatessxoh,421904496991,0.001
geegatessxoh,<,0.001
willfrancis,waht,0.001
willfrancis,rebl,0.001
willfrancis,<,0.001
willfrancis,peace,0.001
howied,happy,0.001
howied,mothers,0.001
howied,day,0.001
howied,leigh,0.001
howied,<,0.001
quothaving,allquot,0.001
quothaving,babysitting,0.001
quothaving,sick,0.001
quothaving,joey,0.001
quothaving,amp,0.001
quothaving,attending,0.001
quothaving,webinar,0.001
quothaving,time,0.001
quothaving,<,0.001
quothaving,mecomputer,0.001
quothaving,joeydsi,0.001
quothaving,later,0.001
quothaving,bothjr,0.001
quothaving,scrabble,0.001
virtualstudios,heard,0.001
virtualstudios,sale,0.001
virtualstudios,<,0.001
virtualstudios,live,0.001
virtualstudios,az,0.001
virtualstudios,ca,0.001
virtualstudios,poo,0.001
o2,gprs,0.001
o2,anyone,0.001
o2,else,0.001
o2,issues,0.001
ugh,still,0.001
ugh,glass,0.001
ugh,head,0.001
ugh,crash,0.001
jeorgina,tutor,0.001
jeorgina,doesnt,0.001
jeorgina,pull,0.001
jeorgina,skirt,0.001
jeorgina,properly,0.001
mom,amp,0.001
mom,pops,0.001
mom,house,0.001
mom,back,0.001
mom,gym,0.001
mom,afternoon,0.001
mom,great,0.001
mom,weekend,0.001
shoutouts,today,0.001
shoutouts,chrisandcaleb,0.001
shoutouts,redguitarfreak,0.001
shoutouts,emmysue20,0.001
shoutouts,new,0.001
shoutouts,follower,0.001
shoutouts,ziggie1321,0.001
shoutouts,<,0.001
shoutouts,thanks,0.001
shoutouts,following,0.001
shoutouts,guys,0.001
thanks,ginader,0.001
thanks,ive,0.001
thanks,rediscovered,0.001
thanks,daft,0.001
thanks,punk,0.001
thanks,alive,0.001
thanks,2007,0.001
thanks,really,0.001
thanks,enjoying,0.001
thanks,whilst,0.001
thanks,number,0.001
thanks,crunching,0.001
donalvar,youre,0.001
donalvar,right,0.001
donalvar,<,0.001
donalvar,zhang,0.001
donalvar,yimou,0.001
donalvar,confused,0.001
donalvar,last,0.001
donalvar,name,0.001
drunkengeebee,dammit,0.001
drunkengeebee,clicked,0.001
drunkengeebee,link,0.001
drunkengeebee,story,0.001
drunkengeebee,made,0.001
drunkengeebee,cry,0.001
drunkengeebee,<,0.001
ok,pretty,0.001
ok,cool,0.001
ok,nuns,0.001
ok,one,0.001
ok,always,0.001
ok,talked,0.001
ok,funny,0.001
ok,shit,0.001
ok,others,0.001
ok,danced,0.001
ok,macarena,0.001
ok,us,0.001
ok,xd,0.001
dropped,phones,0.001
dropped,sea,0.001
dropped,wtf,0.001
dropped,<,0.001
dropped,im,0.001
dropped,really,0.001
dropped,stuck,0.001
dropped,couple,0.001
dropped,days,0.001
dropped,damn,0.001
lovely,cloudy,0.001
lovely,lol,0.001
damn,lost,0.001
damn,game,0.001
damn,p,0.001
damn,struck,0.001
damn,3,0.001
damn,times,0.001
damn,row,0.001
damn,company,0.001
damn,seems,0.001
damn,already,0.001
damn,though,0.001
swags0trendee,relized,0.001
swags0trendee,im,0.001
swags0trendee,following,0.001
swags0trendee,wont,0.001
swags0trendee,get,0.001
swags0trendee,right,0.001
swags0trendee,2,0.001
swags0trendee,<,0.001
swags0trendee,lol,0.001
daysdifference,http//twitpic,0.001
daysdifference,<,0.001
daysdifference,com/7h3dq,0.001
daysdifference,awesomeee,0.001
coilhouse,print,0.001
coilhouse,ad,0.001
coilhouse,looks,0.001
coilhouse,great,0.001
coilhouse,<,0.001
coilhouse,issue,0.001
coilhouse,3,0.001
coilhouse,july,0.001
coilhouse,iam,0.001
coilhouse,excited,0.001
coilhouse,paigey,0.001
coilhouse,cool,0.001
ebonyintuition,tiffany,0.001
ebonyintuition,<,0.001
ebonyintuition,aint,0.001
ebonyintuition,never,0.001
ebonyintuition,lie,0.001
ebonyintuition,pancakes,0.001
ebonyintuition,smell,0.001
ebonyintuition,like,0.001
ebonyintuition,heaven,0.001
ebonyintuition,must,0.001
ebonyintuition,look,0.001
ebonyintuition,lol,0.001
home,longg,0.001
home,greatt,0.001
home,day,0.001
home,bout,0.001
home,showerr,0.001
home,kick,0.001
home,hit,0.001
home,tha,0.001
home,cellular,0.001
torehtard,aw,0.001
torehtard,feel,0.001
torehtard,special,0.001
torehtard,3,0.001
torehtard,probably,0.001
torehtard,reading,0.001
torehtard,shouldve,0.001
torehtard,homework,0.001
torehtard,school,0.001
torehtard,tomorrow,0.001
torehtard,<,0.001
torehtard,gt,0.001
torehtard,lt,0.001
torehtard,dnw,0.001
cooleycakeface,nigga,0.001
cooleycakeface,let,0.001
cooleycakeface,chick,0.001
cooleycakeface,talk,0.001
cooleycakeface,anyway,0.001
cooleycakeface,feel,0.001
cooleycakeface,like,0.001
cooleycakeface,assshooolllleee,0.001
suai,sushi,0.001
suai,<,0.001
suai,ive,0.001
suai,missed,0.001
suai,u,0.001
suai,rolls,0.001
suai,red,0.001
suai,carpet,0.001
joe4pixelworks,ok,0.001
joe4pixelworks,freedom,0.001
joe4pixelworks,choice,0.001
joe4pixelworks,ich,0.001
joe4pixelworks,finde,0.001
joe4pixelworks,coda,0.001
joe4pixelworks,perfekt,0.001
vicbeezy,michelle,0.001
vicbeezy,trachtenberg,0.001
vicbeezy,<,0.001
vicbeezy,could,0.001
vicbeezy,make,0.001
vicbeezy,terrifying,0.001
vicbeezy,getoutgetoutgetougetooooouuuuuuuuuuuuutttttttt,0.001
great,time,0.001
great,last,0.001
great,evening,0.001
great,still,0.001
great,chores,0.001
great,im,0.001
great,feeling,0.001
great,good,0.001
great,today,0.001
great,either,0.001
starting,planning,0.001
starting,phase,0.001
starting,new,0.001
starting,top,0.001
starting,secret,0.001
starting,web,0.001
starting,project,0.001
starting,info,0.001
starting,come,0.001
nikkithebee,weeeell,0.001
nikkithebee,<,0.001
nikkithebee,sure,0.001
nikkithebee,going,0.001
nikkithebee,yet,0.001
nikkithebee,theres,0.001
nikkithebee,slight,0.001
nikkithebee,possibility,0.001
nikkithebee,scam,0.001
headache,sooooo,0.001
headache,worth,0.001
headache,haha,0.001
reminded,morning,0.001
reminded,im,0.001
reminded,big,0.001
reminded,fan,0.001
reminded,yard,0.001
reminded,sales,0.001
reminded,<,0.001
reminded,bahhumbug,0.001
officially,apartment,0.001
officially,cant,0.001
